"PUBLICATION","SCENARIO","CATEGORY","PRODUCT","FLOW","UNIT","REGION","YEAR","VALUE"
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Tight oil","Production","Million barrels per day","World",2030,11.1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Tight oil","Production","Million barrels per day","World",2050,10.2
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Tight oil","Production","Million barrels per day","World",2030,10.3
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Tight oil","Production","Million barrels per day","World",2050,6.9
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas liquids","Production","Million barrels per day","World",2010,12.7
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas liquids","Production","Million barrels per day","World",2021,18.3
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas liquids","Production","Million barrels per day","World",2022,19
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas liquids","Production","Million barrels per day","World",2030,21.2
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas liquids","Production","Million barrels per day","World",2050,19.4
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Natural gas liquids","Production","Million barrels per day","World",2030,20.1
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Natural gas liquids","Production","Million barrels per day","World",2050,13.6
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Extra-heavy oil and bitumen","Production","Million barrels per day","World",2010,2
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Extra-heavy oil and bitumen","Production","Million barrels per day","World",2021,3.5
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Extra-heavy oil and bitumen","Production","Million barrels per day","World",2022,3.7
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Extra-heavy oil and bitumen","Production","Million barrels per day","World",2030,4.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Extra-heavy oil and bitumen","Production","Million barrels per day","World",2050,5.5
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Extra-heavy oil and bitumen","Production","Million barrels per day","World",2030,3.9
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Extra-heavy oil and bitumen","Production","Million barrels per day","World",2050,2.5
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Other","Production","Million barrels per day","World",2010,0.3
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Other","Production","Million barrels per day","World",2021,0.8
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Other","Production","Million barrels per day","World",2022,1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Other","Production","Million barrels per day","World",2030,1.1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Other","Production","Million barrels per day","World",2050,1.2
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Other","Production","Million barrels per day","World",2030,1
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Other","Production","Million barrels per day","World",2050,0.3
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Non-OPEC",2010,49.8
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Non-OPEC",2021,58.7
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Non-OPEC",2022,60.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Non-OPEC",2030,63.9
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Non-OPEC",2050,53.7
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","Non-OPEC",2030,58.3
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","Non-OPEC",2050,29.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","OPEC",2010,33.3
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","OPEC",2021,31.6
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","OPEC",2022,34.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","OPEC",2030,35.1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","OPEC",2050,40.8
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","OPEC",2030,31.9
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","OPEC",2050,23.7
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","North America",2010,14
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","North America",2021,24.3
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","North America",2022,25.6
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","North America",2030,28.3
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","North America",2050,23.9
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","North America",2030,25.7
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","North America",2050,14.2
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Central and South America",2010,7.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Central and South America",2021,6
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Central and South America",2022,6.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Central and South America",2030,9.1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Central and South America",2050,10
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","Central and South America",2030,8.2
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","Central and South America",2050,5.2
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Europe",2010,4.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Europe",2021,3.6
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Europe",2022,3.3
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Europe",2030,2.9
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Europe",2050,1.3
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","Europe",2030,2.6
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","Europe",2050,0.5
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","European Union",2010,0.7
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","European Union",2021,0.5
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","European Union",2022,0.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","European Union",2030,0.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","European Union",2050,0.3
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","European Union",2030,0.3
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","European Union",2050,0.1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Africa",2010,10.2
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Africa",2021,7.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Africa",2022,7.1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Africa",2030,6
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Africa",2050,5.7
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","Africa",2030,5.5
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","Africa",2050,2.9
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Middle East",2010,25.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Middle East",2021,28
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Middle East",2022,31
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Middle East",2030,33.8
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Middle East",2050,39.3
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","Middle East",2030,30.7
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","Middle East",2050,23.5
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Eurasia",2010,13.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Eurasia",2021,13.7
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Eurasia",2022,13.9
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Eurasia",2030,13.1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Eurasia",2050,10.1
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","Eurasia",2030,11.9
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Production","Million barrels per day","Eurasia",2050,4.9
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Asia Pacific",2010,8.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Asia Pacific",2021,7.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Asia Pacific",2022,7.4
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Asia Pacific",2030,6
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Production","Million barrels per day","Asia Pacific",2050,4.3
